YEAR(ORIGINATION_TS),MONTHNAME(ORIGINATION_TS),STATE_CD,PRODUCT_CD,Customer Channel,CUSTOMER_TYPE,CNT
2022,Nov,NV,ILP,UNKNOWN,,0
2022,Nov,NV,PDL,DIGITAL,NEW,0
2022,Nov,NV,PDL,DIGITAL,NON_NEW,0
2022,Nov,NV,PDL,PHYSICAL,NEW,0
2022,Nov,NV,PDL,PHYSICAL,NON_NEW,0
2022,Nov,NV,PDL,PHYSICAL,,0
2022,Nov,NV,PDL,UNKNOWN,,0
2022,Nov,OH,ILP,DIGITAL,NEW,682
2022,Nov,OH,ILP,DIGITAL,NON_NEW,1627
2022,Nov,OH,ILP,DIGITAL,,1
2022,Nov,OH,ILP,PHYSICAL,NEW,1503
2022,Nov,OH,ILP,PHYSICAL,NON_NEW,6181
2022,Nov,OH,ILP,PHYSICAL,,3
2022,Nov,OH,ILP,UNKNOWN,,-2
2022,Nov,OH,ILP,,NEW,0
2022,Nov,OH,ILP,,,0
2022,Nov,OH,PDL,DIGITAL,NON_NEW,0
2022,Nov,OH,PDL,PHYSICAL,NON_NEW,0
2022,Nov,OK,ILP,DIGITAL,NEW,276
2022,Nov,OK,ILP,DIGITAL,NON_NEW,612
2022,Nov,OK,ILP,DIGITAL,,-1
2022,Nov,OK,ILP,PHYSICAL,NEW,527
2022,Nov,OK,ILP,PHYSICAL,NON_NEW,1982
2022,Nov,OK,ILP,PHYSICAL,,-3
2022,Nov,OK,ILP,UNKNOWN,,-1
2022,Nov,OK,PDL,PHYSICAL,NON_NEW,0
2022,Nov,RI,PDL,DIGITAL,NEW,73
2022,Nov,RI,PDL,DIGITAL,NON_NEW,540
2022,Nov,RI,PDL,DIGITAL,,0
2022,Nov,RI,PDL,PHYSICAL,NEW,259
2022,Nov,RI,PDL,PHYSICAL,NON_NEW,7822
2022,Nov,RI,PDL,PHYSICAL,,0
2022,Nov,RI,PDL,UNKNOWN,,1
2022,Nov,SC,PDL,DIGITAL,NEW,0
2022,Nov,SC,PDL,DIGITAL,NON_NEW,0
2022,Nov,SC,PDL,PHYSICAL,NEW,0
2022,Nov,SC,PDL,PHYSICAL,NON_NEW,0
2022,Nov,SC,PDL,PHYSICAL,,0
2022,Nov,SC,PDL,UNKNOWN,,0
2022,Nov,SC,PDL,,NON_NEW,0
2022,Nov,TN,ILP,DIGITAL,NON_NEW,0
2022,Nov,TN,ILP,PHYSICAL,NON_NEW,0
2022,Nov,TN,PDL,DIGITAL,NEW,84
2022,Nov,TN,PDL,DIGITAL,NON_NEW,668
2022,Nov,TN,PDL,DIGITAL,,0
2022,Nov,TN,PDL,PHYSICAL,NEW,377
2022,Nov,TN,PDL,PHYSICAL,NON_NEW,3399
2022,Nov,TN,PDL,PHYSICAL,,-1
2022,Nov,TN,PDL,UNKNOWN,,2
2022,Nov,TN,PDL,,NEW,0
2022,Nov,TN,PDL,,NON_NEW,0
2022,Nov,TN,PDL,,,0
2022,Nov,TX,ILP,DIGITAL,NEW,1040
2022,Nov,TX,ILP,DIGITAL,NON_NEW,2563
2022,Nov,TX,ILP,DIGITAL,,4
2022,Nov,TX,ILP,PHYSICAL,NEW,1834
2022,Nov,TX,ILP,PHYSICAL,NON_NEW,5796
2022,Nov,TX,ILP,PHYSICAL,,-4
2022,Nov,TX,ILP,UNKNOWN,,6
2022,Nov,TX,PDL,DIGITAL,NEW,433
2022,Nov,TX,PDL,DIGITAL,NON_NEW,2330
2022,Nov,TX,PDL,DIGITAL,,-1
2022,Nov,TX,PDL,PHYSICAL,NEW,1156
2022,Nov,TX,PDL,PHYSICAL,NON_NEW,6337
2022,Nov,TX,PDL,PHYSICAL,,-21
2022,Nov,TX,PDL,UNKNOWN,,-4
2022,Nov,UT,ILP,DIGITAL,NEW,48
2022,Nov,UT,ILP,DIGITAL,NON_NEW,32
2022,Nov,UT,ILP,DIGITAL,,0
2022,Nov,UT,ILP,PHYSICAL,NEW,26
2022,Nov,UT,ILP,PHYSICAL,NON_NEW,61
2022,Nov,UT,ILP,PHYSICAL,,0
2022,Nov,UT,ILP,UNKNOWN,,0
2022,Nov,UT,PDL,DIGITAL,NON_NEW,0
2022,Nov,UT,PDL,PHYSICAL,NEW,0
2022,Nov,UT,PDL,PHYSICAL,NON_NEW,0
2022,Nov,WI,ILP,DIGITAL,NEW,218
2022,Nov,WI,ILP,DIGITAL,NON_NEW,244
2022,Nov,WI,ILP,DIGITAL,,0
2022,Nov,WI,ILP,PHYSICAL,NEW,280
2022,Nov,WI,ILP,PHYSICAL,NON_NEW,686
2022,Nov,WI,ILP,PHYSICAL,,-3
2022,Nov,WI,ILP,UNKNOWN,,-1
2022,Nov,WI,PDL,DIGITAL,NON_NEW,0
2022,Nov,WI,PDL,PHYSICAL,NEW,0
2022,Nov,WI,PDL,PHYSICAL,NON_NEW,0
2022,Nov,WY,ILP,PHYSICAL,NON_NEW,0
2022,Nov,WY,PDL,DIGITAL,NEW,35
2022,Nov,WY,PDL,DIGITAL,NON_NEW,554
2022,Nov,WY,PDL,DIGITAL,,0
2022,Nov,WY,PDL,PHYSICAL,NEW,107
2022,Nov,WY,PDL,PHYSICAL,NON_NEW,3137
2022,Nov,WY,PDL,PHYSICAL,,0
2022,Nov,WY,PDL,UNKNOWN,,0
2022,Oct,AL,ILP,DIGITAL,NEW,359
2022,Oct,AL,ILP,DIGITAL,NON_NEW,727
2022,Oct,AL,ILP,DIGITAL,,0
2022,Oct,AL,ILP,PHYSICAL,NEW,680
2022,Oct,AL,ILP,PHYSICAL,NON_NEW,5942
2022,Oct,AL,ILP,PHYSICAL,,1
2022,Oct,AL,ILP,UNKNOWN,,2
2022,Oct,AL,PDL,DIGITAL,NEW,117
2022,Oct,AL,PDL,DIGITAL,NON_NEW,1156
2022,Oct,AL,PDL,DIGITAL,,0
2022,Oct,AL,PDL,PHYSICAL,NEW,613
2022,Oct,AL,PDL,PHYSICAL,NON_NEW,9197
2022,Oct,AL,PDL,PHYSICAL,,-2
2022,Oct,AL,PDL,UNKNOWN,,-2
2022,Oct,AL,PDL,,NEW,0
2022,Oct,AL,PDL,,NON_NEW,0
2022,Oct,CA,ILP,DIGITAL,NON_NEW,0
2022,Oct,CA,ILP,PHYSICAL,NON_NEW,0
2022,Oct,CA,PDL,DIGITAL,NEW,1835
2022,Oct,CA,PDL,DIGITAL,NON_NEW,17920
2022,Oct,CA,PDL,DIGITAL,,1
2022,Oct,CA,PDL,PHYSICAL,NEW,3116
2022,Oct,CA,PDL,PHYSICAL,NON_NEW,63671
2022,Oct,CA,PDL,PHYSICAL,,-3
2022,Oct,CA,PDL,UNKNOWN,,0
2022,Oct,CA,PDL,,NEW,0
2022,Oct,CA,PDL,,NON_NEW,0
2022,Oct,CA,PDL,,,0
2022,Oct,CO,ILP,DIGITAL,NEW,353
2022,Oct,CO,ILP,DIGITAL,NON_NEW,491
2022,Oct,CO,ILP,DIGITAL,,-2
2022,Oct,CO,ILP,PHYSICAL,NEW,427
2022,Oct,CO,ILP,PHYSICAL,NON_NEW,2392
2022,Oct,CO,ILP,PHYSICAL,,-1
2022,Oct,CO,ILP,UNKNOWN,,2
2022,Oct,CO,ILP,,NEW,0
2022,Oct,CO,PDL,DIGITAL,NEW,0
2022,Oct,CO,PDL,DIGITAL,NON_NEW,0
2022,Oct,CO,PDL,PHYSICAL,NON_NEW,0
2022,Oct,DE,ILP,DIGITAL,NEW,78
2022,Oct,DE,ILP,DIGITAL,NON_NEW,58
2022,Oct,DE,ILP,DIGITAL,,0
2022,Oct,DE,ILP,PHYSICAL,NEW,93
2022,Oct,DE,ILP,PHYSICAL,NON_NEW,212
2022,Oct,DE,ILP,PHYSICAL,,0
2022,Oct,DE,ILP,UNKNOWN,,0
2022,Oct,FL,ILP,DIGITAL,NEW,769
2022,Oct,FL,ILP,DIGITAL,NON_NEW,3587
2022,Oct,FL,ILP,DIGITAL,,0
2022,Oct,FL,ILP,PHYSICAL,NEW,2254
2022,Oct,FL,ILP,PHYSICAL,NON_NEW,17715
2022,Oct,FL,ILP,PHYSICAL,,-1
2022,Oct,FL,ILP,UNKNOWN,,0
2022,Oct,FL,ILP,,NEW,0
2022,Oct,FL,ILP,,NON_NEW,0
2022,Oct,FL,ILP,,,0
2022,Oct,FL,PDL,DIGITAL,NEW,521
2022,Oct,FL,PDL,DIGITAL,NON_NEW,5152
2022,Oct,FL,PDL,DIGITAL,,0
2022,Oct,FL,PDL,PHYSICAL,NEW,1950
2022,Oct,FL,PDL,PHYSICAL,NON_NEW,33764
2022,Oct,FL,PDL,PHYSICAL,,1
2022,Oct,FL,PDL,UNKNOWN,,0
2022,Oct,FL,PDL,,NEW,0
2022,Oct,FL,PDL,,NON_NEW,0
2022,Oct,FL,PDL,,,0
2022,Oct,IA,ILP,PHYSICAL,NON_NEW,0
2022,Oct,IA,PDL,DIGITAL,NEW,138
2022,Oct,IA,PDL,DIGITAL,NON_NEW,1526
2022,Oct,IA,PDL,DIGITAL,,-1
2022,Oct,IA,PDL,PHYSICAL,NEW,560
2022,Oct,IA,PDL,PHYSICAL,NON_NEW,11493
2022,Oct,IA,PDL,PHYSICAL,,0
2022,Oct,IA,PDL,UNKNOWN,,1
2022,Oct,ID,ILP,DIGITAL,NEW,66
2022,Oct,ID,ILP,DIGITAL,NON_NEW,34
2022,Oct,ID,ILP,DIGITAL,,0
2022,Oct,ID,ILP,PHYSICAL,NEW,39
2022,Oct,ID,ILP,PHYSICAL,NON_NEW,91
2022,Oct,ID,ILP,PHYSICAL,,-1
2022,Oct,ID,ILP,UNKNOWN,,-2
2022,Oct,ID,PDL,DIGITAL,NON_NEW,0
2022,Oct,ID,PDL,PHYSICAL,NON_NEW,0
2022,Oct,IN,PDL,DIGITAL,NEW,461
2022,Oct,IN,PDL,DIGITAL,NON_NEW,2256
2022,Oct,IN,PDL,DIGITAL,,0
2022,Oct,IN,PDL,PHYSICAL,NEW,1391
2022,Oct,IN,PDL,PHYSICAL,NON_NEW,18015
2022,Oct,IN,PDL,PHYSICAL,,1
2022,Oct,IN,PDL,UNKNOWN,,0
2022,Oct,KS,ILP,DIGITAL,NEW,0
2022,Oct,KS,ILP,DIGITAL,NON_NEW,0
2022,Oct,KS,ILP,PHYSICAL,NON_NEW,0
2022,Oct,KS,PDL,DIGITAL,NEW,68
2022,Oct,KS,PDL,DIGITAL,NON_NEW,482
2022,Oct,KS,PDL,DIGITAL,,-1
2022,Oct,KS,PDL,PHYSICAL,NEW,303
2022,Oct,KS,PDL,PHYSICAL,NON_NEW,2560
2022,Oct,KS,PDL,PHYSICAL,,0
2022,Oct,KS,PDL,UNKNOWN,,1
2022,Oct,KY,ILP,PHYSICAL,NON_NEW,0
2022,Oct,KY,PDL,DIGITAL,NON_NEW,2
2022,Oct,KY,PDL,PHYSICAL,NEW,559
2022,Oct,KY,PDL,PHYSICAL,NON_NEW,8648
2022,Oct,KY,PDL,PHYSICAL,,-1
2022,Oct,KY,PDL,UNKNOWN,,0
2022,Oct,LA,ILP,PHYSICAL,NON_NEW,0
2022,Oct,LA,PDL,DIGITAL,NEW,234
2022,Oct,LA,PDL,DIGITAL,NON_NEW,2849
2022,Oct,LA,PDL,DIGITAL,,1
2022,Oct,LA,PDL,PHYSICAL,NEW,861
2022,Oct,LA,PDL,PHYSICAL,NON_NEW,13194
2022,Oct,LA,PDL,PHYSICAL,,0
2022,Oct,LA,PDL,UNKNOWN,,-1
2022,Oct,MI,ILP,DIGITAL,NON_NEW,0
2022,Oct,MI,ILP,PHYSICAL,NON_NEW,0
2022,Oct,MI,PDL,DIGITAL,NEW,914
2022,Oct,MI,PDL,DIGITAL,NON_NEW,11275
2022,Oct,MI,PDL,DIGITAL,,-2
2022,Oct,MI,PDL,PHYSICAL,NEW,3102
2022,Oct,MI,PDL,PHYSICAL,NON_NEW,43738
2022,Oct,MI,PDL,PHYSICAL,,-9
2022,Oct,MI,PDL,UNKNOWN,,3
2022,Oct,MO,ILP,DIGITAL,NEW,219
2022,Oct,MO,ILP,DIGITAL,NON_NEW,291
2022,Oct,MO,ILP,DIGITAL,,-1
2022,Oct,MO,ILP,PHYSICAL,NEW,568
2022,Oct,MO,ILP,PHYSICAL,NON_NEW,1374
2022,Oct,MO,ILP,PHYSICAL,,-2
2022,Oct,MO,ILP,UNKNOWN,,1
2022,Oct,MO,PDL,DIGITAL,NEW,101
2022,Oct,MO,PDL,DIGITAL,NON_NEW,555
2022,Oct,MO,PDL,DIGITAL,,0
2022,Oct,MO,PDL,PHYSICAL,NEW,569
2022,Oct,MO,PDL,PHYSICAL,NON_NEW,3151
2022,Oct,MO,PDL,PHYSICAL,,0
2022,Oct,MO,PDL,UNKNOWN,,-2
2022,Oct,MS,ILP,DIGITAL,NEW,247
2022,Oct,MS,ILP,DIGITAL,NON_NEW,250
2022,Oct,MS,ILP,DIGITAL,,0
2022,Oct,MS,ILP,PHYSICAL,NEW,602
2022,Oct,MS,ILP,PHYSICAL,NON_NEW,1685
2022,Oct,MS,ILP,PHYSICAL,,-4
2022,Oct,MS,ILP,UNKNOWN,,0
2022,Oct,MS,PDL,DIGITAL,NEW,84
2022,Oct,MS,PDL,DIGITAL,NON_NEW,906
2022,Oct,MS,PDL,DIGITAL,,2
2022,Oct,MS,PDL,PHYSICAL,NEW,738
2022,Oct,MS,PDL,PHYSICAL,NON_NEW,8500
2022,Oct,MS,PDL,PHYSICAL,,0
2022,Oct,MS,PDL,UNKNOWN,,-1
2022,Oct,NC,ILP,UNKNOWN,,0
2022,Oct,NC,PDL,PHYSICAL,,0
2022,Oct,NV,ILP,DIGITAL,NEW,148
2022,Oct,NV,ILP,DIGITAL,NON_NEW,89
2022,Oct,NV,ILP,DIGITAL,,0
2022,Oct,NV,ILP,PHYSICAL,NEW,147
2022,Oct,NV,ILP,PHYSICAL,NON_NEW,417
2022,Oct,NV,ILP,PHYSICAL,,0
2022,Oct,NV,ILP,UNKNOWN,,0
2022,Oct,NV,PDL,DIGITAL,NEW,0
2022,Oct,NV,PDL,DIGITAL,NON_NEW,0
2022,Oct,NV,PDL,PHYSICAL,NEW,0
2022,Oct,NV,PDL,PHYSICAL,NON_NEW,0
2022,Oct,NV,PDL,PHYSICAL,,0
2022,Oct,NV,PDL,UNKNOWN,,0
2022,Oct,OH,ILP,DIGITAL,NEW,915
2022,Oct,OH,ILP,DIGITAL,NON_NEW,1425
2022,Oct,OH,ILP,DIGITAL,,0
2022,Oct,OH,ILP,PHYSICAL,NEW,1737
2022,Oct,OH,ILP,PHYSICAL,NON_NEW,5652
2022,Oct,OH,ILP,PHYSICAL,,0
2022,Oct,OH,ILP,UNKNOWN,,-3
2022,Oct,OH,ILP,,NEW,0
2022,Oct,OH,ILP,,,0
2022,Oct,OH,PDL,DIGITAL,NON_NEW,0
2022,Oct,OH,PDL,PHYSICAL,NON_NEW,0
2022,Oct,OK,ILP,DIGITAL,NEW,315
2022,Oct,OK,ILP,DIGITAL,NON_NEW,554
2022,Oct,OK,ILP,DIGITAL,,0
2022,Oct,OK,ILP,PHYSICAL,NEW,615
2022,Oct,OK,ILP,PHYSICAL,NON_NEW,1869
2022,Oct,OK,ILP,PHYSICAL,,-4
2022,Oct,OK,ILP,UNKNOWN,,1
2022,Oct,OK,PDL,PHYSICAL,NON_NEW,0
2022,Oct,RI,PDL,DIGITAL,NEW,71
2022,Oct,RI,PDL,DIGITAL,NON_NEW,493
2022,Oct,RI,PDL,DIGITAL,,-1
2022,Oct,RI,PDL,PHYSICAL,NEW,297
2022,Oct,RI,PDL,PHYSICAL,NON_NEW,7517
2022,Oct,RI,PDL,PHYSICAL,,0
2022,Oct,RI,PDL,UNKNOWN,,0
2022,Oct,SC,PDL,DIGITAL,NEW,0
2022,Oct,SC,PDL,DIGITAL,NON_NEW,0
2022,Oct,SC,PDL,PHYSICAL,NEW,0
2022,Oct,SC,PDL,PHYSICAL,NON_NEW,0
2022,Oct,SC,PDL,PHYSICAL,,0
2022,Oct,SC,PDL,UNKNOWN,,0
2022,Oct,SC,PDL,,NON_NEW,0
2022,Oct,TN,ILP,DIGITAL,NON_NEW,0
2022,Oct,TN,ILP,PHYSICAL,NON_NEW,0
2022,Oct,TN,PDL,DIGITAL,NEW,106
2022,Oct,TN,PDL,DIGITAL,NON_NEW,709
2022,Oct,TN,PDL,DIGITAL,,0
2022,Oct,TN,PDL,PHYSICAL,NEW,447
2022,Oct,TN,PDL,PHYSICAL,NON_NEW,3542
2022,Oct,TN,PDL,PHYSICAL,,1
2022,Oct,TN,PDL,UNKNOWN,,0
2022,Oct,TN,PDL,,NEW,0
2022,Oct,TN,PDL,,NON_NEW,0
2022,Oct,TN,PDL,,,0
2022,Oct,TX,ILP,DIGITAL,NEW,1207
2022,Oct,TX,ILP,DIGITAL,NON_NEW,2571
2022,Oct,TX,ILP,DIGITAL,,-3
2022,Oct,TX,ILP,PHYSICAL,NEW,1998
2022,Oct,TX,ILP,PHYSICAL,NON_NEW,5644
2022,Oct,TX,ILP,PHYSICAL,,-8
2022,Oct,TX,ILP,UNKNOWN,,-2
2022,Oct,TX,PDL,DIGITAL,NEW,490
2022,Oct,TX,PDL,DIGITAL,NON_NEW,2526
2022,Oct,TX,PDL,DIGITAL,,-1
2022,Oct,TX,PDL,PHYSICAL,NEW,1377
2022,Oct,TX,PDL,PHYSICAL,NON_NEW,6579
2022,Oct,TX,PDL,PHYSICAL,,-14
2022,Oct,TX,PDL,UNKNOWN,,-4
2022,Oct,UT,ILP,DIGITAL,NEW,67
2022,Oct,UT,ILP,DIGITAL,NON_NEW,26
2022,Oct,UT,ILP,DIGITAL,,0
2022,Oct,UT,ILP,PHYSICAL,NEW,31
2022,Oct,UT,ILP,PHYSICAL,NON_NEW,57
2022,Oct,UT,ILP,PHYSICAL,,0
2022,Oct,UT,ILP,UNKNOWN,,0
2022,Oct,UT,PDL,DIGITAL,NON_NEW,0
2022,Oct,UT,PDL,PHYSICAL,NEW,0
2022,Oct,UT,PDL,PHYSICAL,NON_NEW,0
2022,Oct,WI,ILP,DIGITAL,NEW,200
2022,Oct,WI,ILP,DIGITAL,NON_NEW,171
2022,Oct,WI,ILP,DIGITAL,,0
2022,Oct,WI,ILP,PHYSICAL,NEW,338
2022,Oct,WI,ILP,PHYSICAL,NON_NEW,653
2022,Oct,WI,ILP,PHYSICAL,,2
2022,Oct,WI,ILP,UNKNOWN,,1
2022,Oct,WI,PDL,DIGITAL,NON_NEW,0
2022,Oct,WI,PDL,PHYSICAL,NEW,0
2022,Oct,WI,PDL,PHYSICAL,NON_NEW,0
2022,Oct,WY,ILP,PHYSICAL,NON_NEW,0
2022,Oct,WY,PDL,DIGITAL,NEW,40
2022,Oct,WY,PDL,DIGITAL,NON_NEW,541
2022,Oct,WY,PDL,DIGITAL,,0
2022,Oct,WY,PDL,PHYSICAL,NEW,169
2022,Oct,WY,PDL,PHYSICAL,NON_NEW,3173
2022,Oct,WY,PDL,PHYSICAL,,0
2022,Oct,WY,PDL,UNKNOWN,,0
2022,Sep,AL,ILP,DIGITAL,NEW,142
2022,Sep,AL,ILP,DIGITAL,NON_NEW,116
2022,Sep,AL,ILP,PHYSICAL,NEW,159
2022,Sep,AL,ILP,PHYSICAL,NON_NEW,441
2022,Sep,AL,ILP,PHYSICAL,,5
2022,Sep,AL,ILP,UNKNOWN,,9
2022,Sep,AL,PDL,DIGITAL,NEW,296
2022,Sep,AL,PDL,DIGITAL,NON_NEW,2241
2022,Sep,AL,PDL,DIGITAL,,6
2022,Sep,AL,PDL,PHYSICAL,NEW,1303
2022,Sep,AL,PDL,PHYSICAL,NON_NEW,18299
2022,Sep,AL,PDL,PHYSICAL,,61
2022,Sep,AL,PDL,UNKNOWN,,23
2022,Sep,AL,PDL,,NON_NEW,1
2022,Sep,CA,PDL,DIGITAL,NEW,1940
2022,Sep,CA,PDL,DIGITAL,NON_NEW,18084
2022,Sep,CA,PDL,DIGITAL,,40
2022,Sep,CA,PDL,PHYSICAL,NEW,3401
2022,Sep,CA,PDL,PHYSICAL,NON_NEW,68269
2022,Sep,CA,PDL,PHYSICAL,,169
2022,Sep,CA,PDL,UNKNOWN,,73
2022,Sep,CO,ILP,DIGITAL,NEW,367
2022,Sep,CO,ILP,DIGITAL,NON_NEW,491
2022,Sep,CO,ILP,PHYSICAL,NEW,428
2022,Sep,CO,ILP,PHYSICAL,NON_NEW,2453
2022,Sep,CO,ILP,PHYSICAL,,9
2022,Sep,CO,ILP,UNKNOWN,,10
2022,Sep,DE,ILP,DIGITAL,NEW,80
2022,Sep,DE,ILP,DIGITAL,NON_NEW,41
2022,Sep,DE,ILP,PHYSICAL,NEW,103
2022,Sep,DE,ILP,PHYSICAL,NON_NEW,211
2022,Sep,DE,ILP,PHYSICAL,,2
2022,Sep,DE,ILP,UNKNOWN,,3
2022,Sep,FL,ILP,DIGITAL,NEW,967
2022,Sep,FL,ILP,DIGITAL,NON_NEW,3256
2022,Sep,FL,ILP,DIGITAL,,13
2022,Sep,FL,ILP,PHYSICAL,NEW,2478
2022,Sep,FL,ILP,PHYSICAL,NON_NEW,16860
2022,Sep,FL,ILP,PHYSICAL,,58
2022,Sep,FL,ILP,UNKNOWN,,26
2022,Sep,FL,PDL,DIGITAL,NEW,674
2022,Sep,FL,PDL,DIGITAL,NON_NEW,4996
2022,Sep,FL,PDL,DIGITAL,,9
2022,Sep,FL,PDL,PHYSICAL,NEW,2117
2022,Sep,FL,PDL,PHYSICAL,NON_NEW,32631
2022,Sep,FL,PDL,PHYSICAL,,115
2022,Sep,FL,PDL,UNKNOWN,,29
2022,Sep,IA,PDL,DIGITAL,NEW,200
2022,Sep,IA,PDL,DIGITAL,NON_NEW,1326
2022,Sep,IA,PDL,DIGITAL,,13
2022,Sep,IA,PDL,PHYSICAL,NEW,595
2022,Sep,IA,PDL,PHYSICAL,NON_NEW,10831
2022,Sep,IA,PDL,PHYSICAL,,28
2022,Sep,IA,PDL,UNKNOWN,,7
2022,Sep,ID,ILP,DIGITAL,NEW,79
2022,Sep,ID,ILP,DIGITAL,NON_NEW,35
2022,Sep,ID,ILP,DIGITAL,,1
2022,Sep,ID,ILP,PHYSICAL,NEW,33
2022,Sep,ID,ILP,PHYSICAL,NON_NEW,109
2022,Sep,ID,ILP,PHYSICAL,,1
2022,Sep,ID,ILP,UNKNOWN,,3
2022,Sep,IN,PDL,DIGITAL,NEW,474
2022,Sep,IN,PDL,DIGITAL,NON_NEW,2162
2022,Sep,IN,PDL,DIGITAL,,3
2022,Sep,IN,PDL,PHYSICAL,NEW,1544
2022,Sep,IN,PDL,PHYSICAL,NON_NEW,19629
2022,Sep,IN,PDL,PHYSICAL,,44
2022,Sep,IN,PDL,UNKNOWN,,17
2022,Sep,KS,PDL,DIGITAL,NEW,84
2022,Sep,KS,PDL,DIGITAL,NON_NEW,456
2022,Sep,KS,PDL,DIGITAL,,2
2022,Sep,KS,PDL,PHYSICAL,NEW,300
2022,Sep,KS,PDL,PHYSICAL,NON_NEW,2878
2022,Sep,KS,PDL,PHYSICAL,,26
2022,Sep,KS,PDL,UNKNOWN,,7
2022,Sep,KY,PDL,DIGITAL,NON_NEW,2
2022,Sep,KY,PDL,PHYSICAL,NEW,604
2022,Sep,KY,PDL,PHYSICAL,NON_NEW,9442
2022,Sep,KY,PDL,PHYSICAL,,28
2022,Sep,KY,PDL,UNKNOWN,,6
2022,Sep,LA,PDL,DIGITAL,NEW,229
2022,Sep,LA,PDL,DIGITAL,NON_NEW,3130
2022,Sep,LA,PDL,DIGITAL,,4
2022,Sep,LA,PDL,PHYSICAL,NEW,954
2022,Sep,LA,PDL,PHYSICAL,NON_NEW,15016
2022,Sep,LA,PDL,PHYSICAL,,41
2022,Sep,LA,PDL,UNKNOWN,,11
2022,Sep,MI,PDL,DIGITAL,NEW,949
2022,Sep,MI,PDL,DIGITAL,NON_NEW,11128
2022,Sep,MI,PDL,DIGITAL,,23
2022,Sep,MI,PDL,PHYSICAL,NEW,2938
2022,Sep,MI,PDL,PHYSICAL,NON_NEW,45076
2022,Sep,MI,PDL,PHYSICAL,,144
2022,Sep,MI,PDL,UNKNOWN,,39
2022,Sep,MO,ILP,DIGITAL,NEW,249
2022,Sep,MO,ILP,DIGITAL,NON_NEW,250
2022,Sep,MO,ILP,DIGITAL,,1
2022,Sep,MO,ILP,PHYSICAL,NEW,590
2022,Sep,MO,ILP,PHYSICAL,NON_NEW,1360
2022,Sep,MO,ILP,PHYSICAL,,23
2022,Sep,MO,ILP,UNKNOWN,,14
2022,Sep,MO,PDL,DIGITAL,NEW,106
2022,Sep,MO,PDL,DIGITAL,NON_NEW,641
2022,Sep,MO,PDL,PHYSICAL,NEW,549
2022,Sep,MO,PDL,PHYSICAL,NON_NEW,3726
2022,Sep,MO,PDL,PHYSICAL,,27
2022,Sep,MO,PDL,UNKNOWN,,8
2022,Sep,MS,ILP,DIGITAL,NEW,325
2022,Sep,MS,ILP,DIGITAL,NON_NEW,254
2022,Sep,MS,ILP,DIGITAL,,1
2022,Sep,MS,ILP,PHYSICAL,NEW,678
2022,Sep,MS,ILP,PHYSICAL,NON_NEW,1730
2022,Sep,MS,ILP,PHYSICAL,,28
2022,Sep,MS,ILP,UNKNOWN,,15
2022,Sep,MS,PDL,DIGITAL,NEW,96
2022,Sep,MS,PDL,DIGITAL,NON_NEW,908
2022,Sep,MS,PDL,DIGITAL,,2
2022,Sep,MS,PDL,PHYSICAL,NEW,864
2022,Sep,MS,PDL,PHYSICAL,NON_NEW,10286
2022,Sep,MS,PDL,PHYSICAL,,45
2022,Sep,MS,PDL,UNKNOWN,,11
2022,Sep,NV,ILP,DIGITAL,NEW,164
2022,Sep,NV,ILP,DIGITAL,NON_NEW,81
2022,Sep,NV,ILP,DIGITAL,,1
2022,Sep,NV,ILP,PHYSICAL,NEW,163
2022,Sep,NV,ILP,PHYSICAL,NON_NEW,458
2022,Sep,NV,ILP,PHYSICAL,,17
2022,Sep,NV,ILP,UNKNOWN,,10
2022,Sep,OH,ILP,DIGITAL,NEW,999
2022,Sep,OH,ILP,DIGITAL,NON_NEW,1361
2022,Sep,OH,ILP,DIGITAL,,4
2022,Sep,OH,ILP,PHYSICAL,NEW,1679
2022,Sep,OH,ILP,PHYSICAL,NON_NEW,5804
2022,Sep,OH,ILP,PHYSICAL,,48
2022,Sep,OH,ILP,UNKNOWN,,41
2022,Sep,OK,ILP,DIGITAL,NEW,365
2022,Sep,OK,ILP,DIGITAL,NON_NEW,586
2022,Sep,OK,ILP,DIGITAL,,9
2022,Sep,OK,ILP,PHYSICAL,NEW,586
2022,Sep,OK,ILP,PHYSICAL,NON_NEW,1901
2022,Sep,OK,ILP,PHYSICAL,,18
2022,Sep,OK,ILP,UNKNOWN,,22
2022,Sep,RI,PDL,DIGITAL,NEW,104
2022,Sep,RI,PDL,DIGITAL,NON_NEW,492
2022,Sep,RI,PDL,DIGITAL,,1
2022,Sep,RI,PDL,PHYSICAL,NEW,389
2022,Sep,RI,PDL,PHYSICAL,NON_NEW,8637
2022,Sep,RI,PDL,PHYSICAL,,16
2022,Sep,RI,PDL,UNKNOWN,,3
2022,Sep,TN,PDL,DIGITAL,NEW,131
2022,Sep,TN,PDL,DIGITAL,NON_NEW,711
2022,Sep,TN,PDL,DIGITAL,,1
2022,Sep,TN,PDL,PHYSICAL,NEW,651
2022,Sep,TN,PDL,PHYSICAL,NON_NEW,4467
2022,Sep,TN,PDL,PHYSICAL,,18
2022,Sep,TN,PDL,UNKNOWN,,9
2022,Sep,TX,ILP,DIGITAL,NEW,1454
2022,Sep,TX,ILP,DIGITAL,NON_NEW,2321
2022,Sep,TX,ILP,DIGITAL,,23
2022,Sep,TX,ILP,PHYSICAL,NEW,2036
